MOLREGNO	MOL_TYPE	MOL_CHEMBL_ID	SMILE	ASSAYS	TID	TID_CHEMBL_ID	ACCESION	TAX_ID	STD_TYPE	VALUE_UM	PCHEMBL_VALUE	CLASS
1728340	Small molecule	CHEMBL3221925	O=C(O)/C(S)=C/c1ccccc1I	2	11602	CHEMBL4062	P35750	9823	IC50	36.2	4.45	0
189388	Small molecule	CHEMBL420134	O=c1ncn2nc(Sc3ccc(F)cc3Cl)ccc2c1-c1c(Cl)cccc1Cl	3	10188	CHEMBL260	Q16539	9606	IC50	0.12133333333333333	7.093333333333334	1
1339984	Small molecule	CHEMBL2024594	Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)c2cccc(Br)n2)cc2cn[nH]c12	2	19904	CHEMBL3798	Q16602	9606	IC50	0.000655	9.2	1
1337976	Small molecule	CHEMBL2022606	Cc1cc(CC(OC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)c2cc(CN3CCCCCC3)ccn2)cc2cn[nH]c12	2	19904	CHEMBL3798	Q16602	9606	IC50	6.850000000000001e-05	10.2	1
1344932	Small molecule	CHEMBL2035408	CC(C)N(c1ccc(C(C)(O)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1C1CC1	2	11489	CHEMBL4235	P28845	9606	IC50	0.09250000000000001	7.115	1
1344950	Small molecule	CHEMBL2035426	CC(O)(c1ccc(N(CC2CC2)S(=O)(=O)c2ccccc2Cl)cc1)C(F)(F)F	2	11489	CHEMBL4235	P28845	9606	IC50	0.079	7.145	1
1736473	Small molecule	CHEMBL3237925	CCCCC[C@H](c1ccc(C(=O)NCc2nn[nH]n2)cc1)N1C(=O)C(c2cc(Cl)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2	2	146	CHEMBL1985	P47871	9606	IC50	0.077	7.255	1
1735002	Small molecule	CHEMBL3236468	CCCS(=O)(=O)Nc1ccc(F)c(N(CC)c2ccc3ncn(C)c(=O)c3c2)c1F	2	100126	CHEMBL5145	P15056	9606	IC50	0.068	7.27	1
1735006	Small molecule	CHEMBL3236472	CCCS(=O)(=O)Nc1cccc(Oc2ccc3ncn(C)c(=O)c3c2)c1C#N	2	100126	CHEMBL5145	P15056	9606	IC50	0.00365	8.835	1
1347787	Small molecule	CHEMBL2041367	N#Cc1ccccc1S(=O)(=O)Nc1cccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)c1	2	11512	CHEMBL3181	P14061	9606	IC50	0.0855	7.324999999999999	1
1351623	Small molecule	CHEMBL2048193	COc1ccc(C(C)=O)cc1CSc1nc2cc(C=O)ccc2n1CC(=O)O	2	20174	CHEMBL5071	Q9Y5Y4	9606	IC50	0.006500000000000001	8.225000000000001	1
1351326	Small molecule	CHEMBL2047899	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]cc(CC(F)(F)F)c4c3)[C@@H]2O)c1	2	12252	CHEMBL4822	P56817	9606	IC50	1.09	6.305	1
1351339	Small molecule	CHEMBL2047912	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(C[C@H](O)C(F)(F)F)c3)[C@@H]2O)c1	2	12252	CHEMBL4822	P56817	9606	IC50	0.1445	6.965	1
500777	Small molecule	CHEMBL498947	CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(N)c2)n1	2	101079	CHEMBL5122	Q16832	9606	IC50	0.6375	6.195	1
1757794	Small molecule	CHEMBL3287269	CC(C)C1CC1c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	2	12697	CHEMBL325	Q13547	9606	IC50	0.629	6.2	1
1757794	Small molecule	CHEMBL3287269	CC(C)C1CC1c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	2	11208	CHEMBL1829	O15379	9606	IC50	0.278	6.555	1
1757794	Small molecule	CHEMBL3287269	CC(C)C1CC1c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	2	11307	CHEMBL1865	Q9UBN7	9606	IC50	0.189	6.725	1
1364726	Small molecule	CHEMBL2087067	Cc1ccc(C(C)C)c(NC(=O)Oc2cccc(-c3ccccc3)c2)c1	2	101263	CHEMBL5011	Q8R455	10116	IC50	9.85	5.050000000000001	1
1364715	Small molecule	CHEMBL2087056	COc1ccc(NC(=O)c2cc(C)ccc2C(C)C)cc1	2	101263	CHEMBL5011	Q8R455	10116	IC50	3.1	5.51	1
1823084	Small molecule	CHEMBL3358921	Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1[nH]c2cnccc2c1C)C(F)(F)F	2	25	CHEMBL2034	P04150	9606	IC50	0.007000000000000001	8.175	1
1823089	Small molecule	CHEMBL3358926	Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cc(N)ncc2[nH]1)C(F)(F)F	2	25	CHEMBL2034	P04150	9606	IC50	0.022	7.79	1
1823111	Small molecule	CHEMBL3358947	CC(C)(CC(O)(Cc1cc2cc(S(C)(=O)=O)ncc2[nH]1)C(F)(F)F)c1ccc(Cl)cc1C(N)=O	2	25	CHEMBL2034	P04150	9606	IC50	0.0295	7.5600000000000005	1
791075	Small molecule	CHEMBL1367191	COc1ccc(-c2csc(Nc3ccccc3)n2)cc1	2	55	CHEMBL215	P09917	9606	IC50	1.0	6.1	1
1786947	Small molecule	CHEMBL3326133	COc1ccc(Cl)cc1Sc1ccc2nnc(-c3cnn(C)c3)n2n1	2	103154	CHEMBL1075104	Q5S007	9606	IC50	0.1615	6.86	1
1786939	Small molecule	CHEMBL3326125	COc1ccc(OC)c(Sc2ccc3nnc(-c4ccsn4)n3n2)c1	2	103154	CHEMBL1075104	Q5S007	9606	IC50	0.4065	6.59	1
1786938	Small molecule	CHEMBL3326124	COc1ccc(OC)c(Sc2ccc3nnc(-c4ccon4)n3n2)c1	2	103154	CHEMBL1075104	Q5S007	9606	IC50	2.567	5.725	1
1425897	Small molecule	CHEMBL2159352	COc1ccc2cc(-c3cc(-c4cc(C(F)(F)F)ccc4C)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1	2	146	CHEMBL1985	P47871	9606	IC50	0.01835	7.795	1
1336244	Small molecule	CHEMBL2018509	Cc1cc(CC(CC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC3(CC2)OCCO3)cc2cn[nH]c12	2	19904	CHEMBL3798	Q16602	9606	IC50	0.0045	8.365	1
1431832	Small molecule	CHEMBL2172329	CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3ccccc32)CC1	2	100417	CHEMBL4247	Q9UM73	9606	IC50	0.077	7.49	1
1431611	Small molecule	CHEMBL2172110	CC1Cc2ccccc2CN1S(=O)(=O)c1cccc(C(=O)O)c1	4	100481	CHEMBL4681	P42330	9606	IC50	0.05042774999999999	7.74	1
1439442	Small molecule	CHEMBL2178645	C=C(C)c1cccc(C(C)(C)NC(=O)Nc2ccccc2)c1	2	102448	CHEMBL6145	Q8T6T2	5807	IC50	0.33	6.494999999999999	1
1831172	Small molecule	CHEMBL3400976	COc1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1	2	100097	CHEMBL5251	Q06187	9606	IC50	0.048549999999999996	7.32	1
1832782	Small molecule	CHEMBL3402570	O=C(c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1)N1CCCCC1	2	100097	CHEMBL5251	Q06187	9606	IC50	0.0579	7.24	1
1832801	Small molecule	CHEMBL3402588	O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ncnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO	2	100097	CHEMBL5251	Q06187	9606	IC50	0.0179	7.785	1
1351470	Small molecule	CHEMBL2048042	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(O)c(N)c(F)c3)[C@@H]2O)c1	2	12252	CHEMBL4822	P56817	9606	IC50	0.7665	6.385	1
1351472	Small molecule	CHEMBL2048044	CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OCC(F)F)c3)[C@@H]2O)c1	2	12252	CHEMBL4822	P56817	9606	IC50	0.03900000000000001	7.68	1
478398	Small molecule	CHEMBL523503	CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](NC2CCOCC2(O)C(F)(F)F)C1	2	11575	CHEMBL4015	P41597	9606	IC50	0.3852475	7.1899999999999995	1
1839527	Small molecule	CHEMBL3416328	O=[N+]([O-])c1cc(Br)c2nsnc2c1Sc1nnnn1C1CCCCC1	2	109600	CHEMBL3414417	Q07794	559292	IC50	5.0	5.335	1
889108	Small molecule	CHEMBL1465224	CN(C)c1nc(-c2ccccc2)[n+](C)s1.[O-][Cl+3]([O-])([O-])[O-]	2	109600	CHEMBL3414417	Q07794	559292	IC50	4.95	5.3100000000000005	1
1838110	Small molecule	CHEMBL3414925	COc1cnc2ccc([C@H](C)c3nnc4c(F)cc(-c5cc(C)no5)cn34)cc2c1	2	11451	CHEMBL3717	P08581	9606	IC50	0.004	8.46	1
1837922	Small molecule	CHEMBL3414739	Cn1cc(-c2cc(F)c3nnc(C(F)(F)c4ccc5ncccc5c4)n3c2)cn1	2	11451	CHEMBL3717	P08581	9606	IC50	0.0185	7.74	1
1364721	Small molecule	CHEMBL2087062	Cc1ccc(C(C)C)c(NC(=O)Cc2ccc(-c3ccccc3)cc2)c1	2	101263	CHEMBL5011	Q8R455	10116	IC50	54.75	4.3100000000000005	0
1365692	Small molecule	CHEMBL2088024	CCCCCCCCS(=O)(=O)Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12	2	100126	CHEMBL5145	P15056	9606	IC50	1.19	5.96	1
1364410	Small molecule	CHEMBL2086754	CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(C)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1	2	10266	CHEMBL3650	P11362	9606	IC50	0.0345	7.615	1
1511723	Small molecule	CHEMBL2312674	NC(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)c(C(=O)NC[C@@H]5CCCN5)c4)c3)nn2CCCN2CCSCC2)C1	2	11534	CHEMBL2954	P25774	9606	IC50	0.325	6.865	1
1421908	Small molecule	CHEMBL2151242	COc1cc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F	2	12252	CHEMBL4822	P56817	9606	IC50	0.00605	8.235	1
1430418	Small molecule	CHEMBL2170929	CCN1CCCC1CNC(=O)c1ccc2c(c1)NC(=O)/C(=C/c1ccccc1Cl)S2	2	105237	CHEMBL2169726	Q25856	5833	IC50	2.93	5.535	1
1566816	Small molecule	CHEMBL2393226	Cc1cccc(Nc2ccccc2C(=O)NCCCCCC(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1C	2	17018	CHEMBL4078	O42275	8005	IC50	0.01225	7.915	1
1566815	Small molecule	CHEMBL2393225	Cc1cccc(Nc2ccccc2C(=O)NCCCC(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1C	2	17018	CHEMBL4078	O42275	8005	IC50	0.00723	8.14	1
1566688	Small molecule	CHEMBL2393100	CCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	2	17018	CHEMBL4078	O42275	8005	IC50	0.013775000000000003	7.904999999999999	1
228121	Small molecule	CHEMBL1229	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	2	102438	CHEMBL6135	B4URF0	382835	IC50	0.00585	8.385	1
1565709	Small molecule	CHEMBL2392130	O=C(O)CCCNC(=O)/C=C/c1ccc(O)c(O)c1	2	102438	CHEMBL6135	B4URF0	382835	IC50	22.25	4.67	0
1569850	Small molecule	CHEMBL2402261	CCOC(=O)c1cnc(N2CCC(NC(=O)NS(=O)(=O)c3ccccc3)CC2)c(Cl)c1	2	176	CHEMBL2001	Q9H244	9606	IC50	4.0	5.41	1
1569841	Small molecule	CHEMBL2402252	CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccccc3Cl)CC2)c(Cl)c1	2	176	CHEMBL2001	Q9H244	9606	IC50	0.9299999999999999	6.029999999999999	1
1581622	Small molecule	CHEMBL2426497	O=C(c1cccc(C(=O)N2CCC(N3CCCC3)CC2)c1)N1CCC(N2CCCC2)CC1	2	103625	CHEMBL1287623	Q96JM7	9606	IC50	0.32499999999999996	6.49	1
561129	Small molecule	CHEMBL557755	Nc1nc2ccc(-c3ccc(F)cc3)nc2n(CC2CCCCC2)c1=O	2	3	CHEMBL1827	O76074	9606	IC50	0.02834	7.545	1
143890	Small molecule	CHEMBL313072	CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1cccc([N+](=O)[O-])c1	2	10580	CHEMBL274	P51681	9606	IC50	0.47491500000000003	6.46	1
143440	Small molecule	CHEMBL88644	CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)C1CCCCC1	2	10580	CHEMBL274	P51681	9606	IC50	0.07500000000000001	7.15	1
437743	Small molecule	CHEMBL256205	Nc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c12	6	10980	CHEMBL279	P35968	9606	IC50	0.0034499999999999995	8.515	1
437917	Small molecule	CHEMBL256043	COc1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(N)c34)cc2)c1	6	10980	CHEMBL279	P35968	9606	IC50	0.0038499999999999997	8.415000000000001	1
437958	Small molecule	CHEMBL255955	Nc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12	6	10980	CHEMBL279	P35968	9606	IC50	0.00215	8.68	1
437960	Small molecule	CHEMBL255956	Cc1ccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(N)c34)cc2)cc1	6	10980	CHEMBL279	P35968	9606	IC50	0.00945	8.17	1
280278	Small molecule	CHEMBL353658	COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1	2	12697	CHEMBL325	Q13547	9606	IC50	1.6500000000000001	5.82	1
263717	Small molecule	CHEMBL156458	CCCOc1ccccc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1	3	146	CHEMBL1985	P47871	9606	IC50	0.9974866666666667	6.833333333333333	1
263619	Small molecule	CHEMBL160401	COc1ccc(-c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	2	146	CHEMBL1985	P47871	9606	IC50	1.6977149999999999	5.890000000000001	1
263620	Small molecule	CHEMBL160638	Fc1ccc(-c2cc(-c3ccc(Cl)cc3Cl)[nH]c2-c2ccncc2)cc1	3	146	CHEMBL1985	P47871	9606	IC50	0.47024333333333335	6.6000000000000005	1
1585953	Small molecule	CHEMBL2436800	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4Cl)nc3c2)c1F	2	100126	CHEMBL5145	P15056	9606	IC50	0.29200000000000004	6.91	1
1585957	Small molecule	CHEMBL2436804	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Br)cc4)nc3c2)c1F	2	100126	CHEMBL5145	P15056	9606	IC50	0.031599999999999996	7.9350000000000005	1
1585018	Small molecule	CHEMBL2435874	O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc3nc[nH]c3c2)CC1	3	10580	CHEMBL274	P51681	9606	IC50	0.1138	7.010000000000001	1
1585041	Small molecule	CHEMBL2435897	Cc1cc(C)cc(C2CN(C3CCCCC3)C(=O)N2C2CCN(C(C)CCNC(=O)c3c(C)ncnc3C)CC2)c1	3	10580	CHEMBL274	P51681	9606	IC50	0.04026666666666666	7.623333333333332	1
1585055	Small molecule	CHEMBL2435911	Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2ccccc2)CC1	3	10580	CHEMBL274	P51681	9606	IC50	0.05446666666666666	7.323333333333333	1
1585046	Small molecule	CHEMBL2435902	CCN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O	2	10580	CHEMBL274	P51681	9606	IC50	0.040650000000000006	7.43	1
1588209	Small molecule	CHEMBL2441692	COc1ccc(C#N)c[n+]1C.F[B-](F)(F)F	2	93	CHEMBL220	P22303	9606	IC50	53.5	4.28	0
1588201	Small molecule	CHEMBL2441684	COc1c(F)c[n+](CCCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F	2	93	CHEMBL220	P22303	9606	IC50	0.475	6.325	1
1996158	Small molecule	CHEMBL3663230	O=C1c2nnc(-c3cnccn3)n2CCN1Cc1cccc(C(F)(F)F)c1Cl	2	10417	CHEMBL4805	Q99572	9606	IC50	0.2421	6.86	1
1607971	Small molecule	CHEMBL3093589	O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)OCc3ccc(Cl)c(Cl)c3)cc2)c2ccccc12	2	20174	CHEMBL5071	Q9Y5Y4	9606	IC50	0.00595	8.225	1
1606855	Small molecule	CHEMBL3092484	COc1ccc(-c2nc(Nc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1OC	2	100974	CHEMBL5393	Q9UNQ0	9606	IC50	1.095	6.0	1
1606867	Small molecule	CHEMBL3092496	COc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC	2	100974	CHEMBL5393	Q9UNQ0	9606	IC50	0.8600000000000001	6.0649999999999995	1
1321123	Small molecule	CHEMBL1999832	COc1cc2nc(Nc3cccc(Br)c3)nc(Nc3cccc(Br)c3)c2cc1OC	2	100974	CHEMBL5393	Q9UNQ0	9606	IC50	0.765	6.12	1
1519617	Small molecule	CHEMBL2325438	CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cc(C(N)=O)cc4[nH]ccc34)n2)CC1	2	20139	CHEMBL5024	Q13535	9606	IC50	4.620500000000001	6.215	1
1759286	Small molecule	CHEMBL3288746	O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2cc(C(F)(F)F)ccn12	2	20092	CHEMBL3884	P31639	9606	IC50	0.2625	6.58	1
2039691	Small molecule	CHEMBL3719346	O=C(/N=C1\SSC2=NCCN21)c1ccccc1	4	116091	CHEMBL3714130	P46095	9606	IC50	0.305	6.5649999999999995	1
1615808	Small molecule	CHEMBL3112855	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3)cccc21	2	12576	CHEMBL3145	P42338	9606	IC50	0.016	7.859999999999999	1
1438524	Small molecule	CHEMBL2177736	NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1	3	10906	CHEMBL2599	P43405	9606	IC50	0.25466666666666665	7.3066666666666675	1
1623726	Small molecule	CHEMBL3127104	CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12	4	12252	CHEMBL4822	P56817	9606	IC50	0.017825	7.805	1
1727700	Small molecule	CHEMBL3217792	Cc1cccc(Nc2ccccc2C(=O)NCCCC(=O)NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1C	2	10437	CHEMBL4780	P04058	7787	IC50	0.00408	8.57	1
1566815	Small molecule	CHEMBL2393225	Cc1cccc(Nc2ccccc2C(=O)NCCCC(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1C	2	10437	CHEMBL4780	P04058	7787	IC50	0.00723	8.14	1
1566816	Small molecule	CHEMBL2393226	Cc1cccc(Nc2ccccc2C(=O)NCCCCCC(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1C	2	10437	CHEMBL4780	P04058	7787	IC50	0.01225	7.915	1
1529036	Small molecule	CHEMBL2347210	C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F	2	12252	CHEMBL4822	P56817	9606	IC50	0.021500000000000002	7.675	1
2074119	Small molecule	CHEMBL3774447	CC(C)(F)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C	2	19	CHEMBL206	P03372	9606	IC50	0.004350000000000001	8.425	1
1562762	Small molecule	CHEMBL2386000	c1ccc([B-]2(c3ccccc3)OCC[N+]23CCNCC3)cc1	2	103784	CHEMBL1628465	Q9H1D0	9606	IC50	19.65	4.715	0
1736455	Small molecule	CHEMBL3237907	Cc1cccc(C2=N[C@]3(CC[C@@H](C(C)(C)C)CC3)N([C@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)C2=O)c1	2	146	CHEMBL1985	P47871	9606	IC50	0.32	6.5649999999999995	1
1736443	Small molecule	CHEMBL3237895	C[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)N1C(=O)C(c2cc(Cl)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2	2	146	CHEMBL1985	P47871	9606	IC50	0.11800000000000001	6.935	1
1736767	Small molecule	CHEMBL3238216	CC(C)(C)CC[C@H](c1ccc(C(=O)NCc2nn[nH]n2)cc1)N1C(=O)C(c2cc(F)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2	2	146	CHEMBL1985	P47871	9606	IC50	0.026000000000000002	7.6899999999999995	1
1736794	Small molecule	CHEMBL3238243	CC(C)(C)CC[C@H](c1ccc(C(=O)NCCC2=NNNN2)cc1)N1C(=O)C(c2cc(Cl)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2	2	146	CHEMBL1985	P47871	9606	IC50	0.47750000000000004	6.62	1
2077772	Small molecule	CHEMBL3786431	COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(C)(C)C(N)CC2	2	100417	CHEMBL4247	Q9UM73	9606	IC50	0.0605	7.300000000000001	1
2078670	Small molecule	CHEMBL3785607	Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC2CC2)cc1C1CCS(=O)(=O)CC1	2	100417	CHEMBL4247	Q9UM73	9606	IC50	0.006	8.285	1
2078663	Small molecule	CHEMBL3786916	Cc1nc(Nc2nc(Nc3cc(C)c(C4CCN(C)CC4)cc3OC3CC3)ncc2Cl)c(S(=O)(=O)C(C)C)s1	2	100417	CHEMBL4247	Q9UM73	9606	IC50	0.011	8.12	1
1570030	Small molecule	CHEMBL2402439	CCCCCNC(=O)NS(=O)(=O)c1cc(C#N)ccc1Oc1ccc(F)cc1	2	246	CHEMBL2069	P21731	9606	IC50	9.48	5.025	1
1759372	Small molecule	CHEMBL3288831	COC(=O)[C@@H](C)Nc1c(C(=O)NCc2ccc(F)cc2F)c(=O)n(O)c2ncccc12	2	12456	CHEMBL3471	Q7ZJM1	11676	IC50	2.9135	6.405	1
1758872	Small molecule	CHEMBL3288336	FC(F)(F)c1ccnc(N2CCC(c3ccccc3C(F)(F)F)CC2)n1	2	17041	CHEMBL3100	P02753	9606	IC50	0.14900000000000002	7.0600000000000005	1
1758874	Small molecule	CHEMBL3288338	Cn1cncc1C(=O)N1CCC(c2ccccc2C(F)(F)F)CC1	2	17041	CHEMBL3100	P02753	9606	IC50	0.6950000000000001	6.17	1
1759054	Small molecule	CHEMBL3288516	Nc1n[nH]c2cccc(-c3ccc4c(C(=O)Nc5cccc(Cl)c5)cccc4c3)c12	2	10980	CHEMBL279	P35968	9606	IC50	0.02575	7.915	1
1759051	Small molecule	CHEMBL3288513	Nc1n[nH]c2cccc(-c3ccc4c(C(=O)Nc5ccc(F)cc5)cccc4c3)c12	2	10980	CHEMBL279	P35968	9606	IC50	0.0131	7.904999999999999	1
2090654	Small molecule	CHEMBL3818820	O=C(Nc1ccc(Cl)c(S(=O)(=O)C2CCOCC2)c1O)Nc1cccc(Cl)c1Cl	2	10773	CHEMBL2434	P25025	9606	IC50	0.00355215	8.649999999999999	1
2157638	Small molecule	CHEMBL3948267	O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1	2	9	CHEMBL203	P00533	9606	IC50	0.030000000000000002	7.88	1
1817817	Small molecule	CHEMBL3353706	COc1ccc(/C=C2\SC(c3cnccn3)=NC2=O)cc1	2	55	CHEMBL215	P09917	9606	IC50	1.585	6.029999999999999	1
1817810	Small molecule	CHEMBL3353699	Cc1ccc(C2=NC(=O)/C(=C/c3ccc[nH]3)S2)cc1	2	55	CHEMBL215	P09917	9606	IC50	4.8	5.449999999999999	1
1817800	Small molecule	CHEMBL3352830	Cc1ccc(C2=NC(=O)/C(=C/c3ccc(C(=O)O)cc3)S2)cc1	2	55	CHEMBL215	P09917	9606	IC50	4.91	5.46	1
1583981	Small molecule	CHEMBL2431920	CC(C)(C)C(=O)N1CCc2sc(C(=O)NO)cc2C1	2	11307	CHEMBL1865	Q9UBN7	9606	IC50	0.11199999999999999	7.04	1
2097307	Small molecule	CHEMBL3883976	COc1cccc2c1OCC(C(=O)N[C@H](c1ncc(-c3ccccc3)[nH]1)C(C)C)=C2	2	12543	CHEMBL2622	P07943	10116	IC50	2.9365	5.654999999999999	1
1818820	Small molecule	CHEMBL3354699	CC(C)(F)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2	2	12252	CHEMBL4822	P56817	9606	IC50	0.019	7.81	1
1818824	Small molecule	CHEMBL3354703	CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2	2	12252	CHEMBL4822	P56817	9606	IC50	1.5765	6.02	1
1818831	Small molecule	CHEMBL3354710	CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3c(F)ccnc3F)ccc1O2	2	12252	CHEMBL4822	P56817	9606	IC50	0.02275	8.325	1
1604305	Small molecule	CHEMBL3086833	Cc1c(P(=S)(c2ccccc2)c2ccccc2)n2ccccc2[n+]1Cc1ccccc1.O=C([O-])C(F)(F)F	2	101097	CHEMBL5162	Q6W5P4	9606	IC50	0.666	6.695	1
1608809	Small molecule	CHEMBL3094418	CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccc4c(c3)CCCC4)cs2)n1)C(=O)O	2	55	CHEMBL215	P09917	9606	IC50	1.35	6.02	1
1792217	Small molecule	CHEMBL3337724	Cc1onc(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1	2	48	CHEMBL1994	P08235	9606	IC50	1.0550000000000002	6.0	1
1831872	Small molecule	CHEMBL3401669	O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)n1	2	11489	CHEMBL4235	P28845	9606	IC50	0.00655	8.32	1
1831881	Small molecule	CHEMBL3401678	C[C@H]1CN(c2ccc(C#N)cc2)CCN1c1cccc(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)n1	2	11489	CHEMBL4235	P28845	9606	IC50	0.0082	8.094999999999999	1
